,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,2,2,24,17,0,-,-,-,4.25,-,0,0,0
ODIs,9,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,9,4,60,70,7,4/19,4/19,10.00,7.00,8.5,1,0,0
First-class,191,,4286,2312,62,4/36,6/114,37.29,3.23,69.1,1,0,0
List A,151,,1304,1098,46,4/35,4/35,23.86,5.05,28.3,3,0,0
T20s,202,33,475,622,31,4/19,4/19,20.06,7.85,15.3,1,0,0
