,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,65,95,9,1550,77*,18.02,1755,88.31,0,5,154,68,46,0
ODIs,139,84,31,669,55,12.62,670,99.85,0,1,53,26,39,0
T20Is,58,25,8,148,23,8.70,107,138.31,0,0,12,8,25,0
First-class,101,137,12,2261,156,18.08,2624,86.16,1,7,233,89,56,0
List A,153,95,32,823,66*,13.06,801,102.74,0,2,67,32,44,0
T20s,171,86,26,689,74,11.48,468,147.22,0,2,55,36,71,0
