,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,41,47,21,283,30,10.88,643,44.01,0,0,31,9,14,0
ODIs,75,24,14,79,18*,7.90,134,58.95,0,0,8,1,22,0
T20Is,7,1,0,2,2,2.00,4,50.00,0,0,0,0,3,0
First-class,81,96,42,808,128*,14.96,1269,63.67,1,1,86,31,30,0
List A,118,52,25,284,30,10.51,297,95.62,0,0,24,15,32,0
T20s,139,43,22,184,26,8.76,159,115.72,0,0,14,11,36,0
