,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,35,32,1,1010,176*,32.58,1227,82.31,2,3,105,24,12,0
T20Is,20,20,1,637,125*,33.52,389,163.75,2,4,38,54,7,0
First-class,22,42,2,1229,104,30.72,,,1,8,,,18,0
List A,71,66,3,2088,176*,33.14,,,4,10,,,38,0
T20s,123,120,7,3607,125*,31.92,2493,144.68,4,25,293,239,35,0
