,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,55,50,14,1694,124*,47.05,2143,79.04,3,10,145,30,17,0
T20Is,6,5,1,42,20,10.50,50,84.00,0,0,5,0,4,0
First-class,97,156,21,6151,210,45.56,,,16,34,,,74,0
List A,160,150,25,5103,124*,40.82,,,5,37,,,67,0
T20s,205,194,25,4378,100*,25.90,3539,123.70,1,23,370,151,78,3
