,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,1,2,0,15,15,7.50,26,57.69,0,0,3,0,0,0
ODIs,51,47,1,1146,87,24.91,1086,105.52,0,7,121,34,20,0
T20Is,52,49,7,1411,109*,33.59,871,161.99,3,9,104,92,15,0
First-class,48,74,4,3611,281,51.58,3655,98.79,13,15,405,137,21,0
List A,123,113,13,3569,174*,35.69,3190,111.88,6,21,362,120,50,0
T20s,216,203,27,5212,109*,29.61,3544,147.06,4,30,424,286,53,0
