,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
T20Is,1,1,0,2,2,2.00,6,33.33,0,0,0,0,1,0
First-class,17,24,3,486,93,23.14,793,61.28,0,3,57,18,12,0
List A,18,14,3,321,69,29.18,363,88.42,0,1,28,11,7,0
T20s,9,8,2,173,48,28.83,126,137.30,0,0,11,11,3,0
