,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,4,7,0,173,69,24.71,362,47.79,0,1,25,0,5,0
ODIs,34,23,3,393,62,19.65,404,97.27,0,1,32,12,6,0
T20Is,23,13,4,133,55*,14.77,102,130.39,0,1,12,5,6,0
First-class,58,86,10,2489,154,32.75,3556,69.99,4,11,310,43,50,0
List A,97,66,18,1285,90*,26.77,1084,118.54,0,4,113,52,25,0
T20s,163,101,46,1378,82*,25.05,890,154.83,0,3,98,70,63,0
