,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,90,124,43,627,31*,7.74,2211,28.35,0,0,71,0,19,0
ODIs,80,28,13,72,13,4.80,203,35.46,0,0,6,0,19,0
T20Is,14,3,2,8,5*,8.00,9,88.88,0,0,1,0,4,0
First-class,132,168,62,889,66,8.38,2954,30.09,0,1,100,3,29,0
List A,123,45,20,174,31,6.96,368,47.28,0,0,12,1,26,0
T20s,122,30,22,55,9,6.87,75,73.33,0,0,4,1,28,0
