,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,55,86,16,1071,83,15.30,2325,46.06,0,3,107,34,18,0
List A,49,36,7,531,69*,18.31,535,99.25,0,3,35,27,12,0
T20s,78,45,15,392,73,13.06,270,145.18,0,1,29,26,18,0
