,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,27,27,1396,1275,48,4/48,4/48,26.56,5.47,29.0,1,0,0
T20Is,28,27,582,802,34,4/31,4/31,23.58,8.26,17.1,1,0,0
First-class,37,63,6861,3557,124,6/84,9/125,28.68,3.11,55.3,6,2,0
List A,68,68,3665,3045,125,5/26,5/26,24.36,4.98,29.3,4,1,0
T20s,108,105,2302,2988,130,4/20,4/20,22.98,7.78,17.7,2,0,0
