,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,35,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,20,-,-,-,-,-,-,-,-,-,-,-,-
First-class,22,3,30,23,0,-,-,-,4.60,-,0,0,0
List A,71,-,-,-,-,-,-,-,-,-,-,-,-
T20s,123,-,-,-,-,-,-,-,-,-,-,-,-
