,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,6,6,319,222,15,4/24,4/24,14.80,4.17,21.2,2,0,0
T20Is,5,5,90,122,5,2/19,2/19,24.40,8.13,18.0,0,0,0
List A,27,27,1434,974,57,5/20,5/20,17.08,4.07,25.1,4,1,0
T20s,38,38,812,922,48,4/10,4/10,19.20,6.81,16.9,1,0,0
