,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,43,-,-,-,-,-,-,-,-,-,-,-,-
List A,35,-,-,-,-,-,-,-,-,-,-,-,-
T20s,36,-,-,-,-,-,-,-,-,-,-,-,-
