,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
First-class,16,28,2655,1370,58,7/24,12/54,23.62,3.09,45.7,3,3,1
List A,10,9,318,304,3,2/62,2/62,101.33,5.73,106.0,0,0,0
T20s,18,18,384,536,15,3/29,3/29,35.73,8.37,25.6,0,0,0
