,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,37,69,6830,3833,176,7/112,13/144,21.77,3.36,38.8,8,9,4
ODIs,66,65,3374,2802,106,6/16,6/16,26.43,4.98,31.8,6,1,0
T20Is,19,19,422,585,25,3/30,3/30,23.40,8.31,16.8,0,0,0
First-class,55,102,10358,5566,243,9/33,14/105,22.90,3.22,42.6,11,11,5
List A,84,82,4282,3649,127,6/16,6/16,28.73,5.11,33.7,8,1,0
T20s,61,59,1315,1648,75,4/27,4/27,21.97,7.51,17.5,1,0,0
