,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,4,7,273,132,5,3/37,3/38,26.40,2.90,54.6,0,0,0
First-class,70,53,1778,936,25,3/17,3/24,37.44,3.15,71.1,0,0,0
List A,67,29,900,689,17,3/31,3/31,40.52,4.59,52.9,0,0,0
T20s,73,32,408,500,22,3/21,3/21,22.72,7.35,18.5,0,0,0
