,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,4,8,623,459,12,3/38,5/45,38.25,4.42,51.9,0,0,0
ODIs,34,33,1512,1415,35,4/31,4/31,40.42,5.61,43.2,2,0,0
T20Is,23,23,498,697,34,4/27,4/27,20.50,8.39,14.6,1,0,0
First-class,58,101,8764,4677,193,8/44,12/101,24.23,3.20,45.4,10,4,1
List A,97,91,4041,3496,113,4/23,4/23,30.93,5.19,35.7,6,0,0
T20s,164,162,3474,4452,206,4/9,4/9,21.61,7.68,16.8,7,0,0
