,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,25,38,8,934,71,31.13,1927,48.46,0,6,126,1,62,10
ODIs,38,34,3,736,95,23.74,962,76.50,0,4,79,7,30,9
T20Is,2,2,0,36,26,18.00,32,112.50,0,0,4,1,1,0
First-class,186,273,26,10772,206,43.61,,,26,59,,,465,76
List A,180,170,8,4715,119,29.10,5667,83.20,3,30,,,173,63
T20s,192,189,12,4044,82,22.84,3304,122.39,0,22,521,70,106,28
