,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,58,100,8,2769,155*,30.09,5382,51.44,5,14,336,25,32,0
ODIs,92,74,11,1645,128,26.11,1589,103.52,3,5,147,52,28,0
T20Is,25,22,6,235,72*,14.68,198,118.68,0,1,21,9,7,0
First-class,190,324,27,11063,250,37.24,20078,55.10,20,69,,,110,0
List A,209,185,13,4940,158,28.72,4823,102.42,11,20,532,120,61,0
T20s,128,120,9,2605,115,23.46,1930,134.97,1,13,275,93,43,0
