,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
List A,9,6,2,47,25*,11.75,63,74.60,0,0,3,0,1,0
T20s,5,4,0,40,19,10.00,37,108.10,0,0,4,1,0,0
