,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
List A,9,9,341,253,11,4/20,4/20,23.00,4.45,31.0,1,0,0
T20s,5,5,78,120,4,4/14,4/14,30.00,9.23,19.5,1,0,0
