,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,13,-,-,-,-,-,-,-,-,-,-,-,-
ODIs,25,-,-,-,-,-,-,-,-,-,-,-,-
T20Is,11,-,-,-,-,-,-,-,-,-,-,-,-
First-class,34,-,-,-,-,-,-,-,-,-,-,-,-
List A,41,-,-,-,-,-,-,-,-,-,-,-,-
T20s,26,-,-,-,-,-,-,-,-,-,-,-,-
