,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,1,1,60,76,0,-,-,-,7.60,-,0,0,0
T20Is,3,3,72,148,3,1/45,1/45,49.33,12.33,24.0,0,0,0
First-class,25,45,4646,2322,112,8/59,11/136,20.73,2.99,41.4,11,4,2
List A,32,32,1467,1360,56,5/37,5/37,24.28,5.56,26.1,1,3,0
T20s,48,47,1045,1492,64,4/20,4/20,23.31,8.56,16.3,3,0,0
