,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
Tests,77,9,163,76,0,-,-,-,2.79,-,0,0,0
ODIs,227,48,641,665,4,1/15,1/15,166.25,6.22,160.2,0,0,0
T20Is,67,12,146,198,4,1/13,1/13,49.50,8.13,36.5,0,0,0
First-class,109,23,631,330,3,1/19,2/42,110.00,3.13,210.3,0,0,0
List A,261,55,705,726,4,1/15,1/15,181.50,6.17,176.2,0,0,0
T20s,258,44,454,661,8,2/25,2/25,82.62,8.73,56.7,0,0,0
