,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,17,21,0,535,73,25.47,1259,42.49,0,2,69,10,7,0
ODIs,59,46,16,826,67,27.53,922,89.58,0,2,58,24,22,0
T20Is,31,20,7,197,37,15.15,160,123.12,0,0,17,5,12,0
First-class,44,65,4,1798,118,29.47,3755,47.88,2,11,242,23,35,0
List A,83,68,17,1453,86,28.49,1643,88.43,0,6,124,35,36,0
T20s,65,51,15,739,45*,20.52,581,127.19,0,0,55,31,27,0
