,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,59,40,13,1174,120,43.48,1145,102.53,2,5,121,20,26,0
T20Is,9,6,0,122,58,20.33,99,123.23,0,1,12,3,1,0
First-class,77,123,11,5154,327,46.01,7442,69.25,14,20,700,63,57,0
List A,150,127,29,4667,141,47.62,4427,105.42,9,27,475,98,65,0
T20s,107,96,25,1704,69,24.00,1274,133.75,0,8,147,59,40,7
