,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,41,60,14,1485,100*,32.28,2299,64.59,1,10,149,40,31,0
ODIs,151,101,33,2035,87,29.92,2416,84.23,0,10,155,37,53,0
T20Is,40,18,6,116,25,9.66,124,93.54,0,0,6,2,18,0
First-class,94,138,22,5415,331,46.68,8868,61.06,10,25,577,97,82,0
List A,204,145,45,3084,134,30.84,3574,86.28,2,15,231,64,75,0
T20s,215,152,53,2161,48,21.82,1764,122.50,0,0,151,74,79,0
