,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
ODIs,3,3,162,179,0,-,-,-,6.62,-,0,0,0
T20Is,3,3,58,84,4,2/35,2/35,21.00,8.68,14.5,0,0,0
First-class,58,101,11146,5564,205,6/27,8/81,27.14,2.99,54.3,9,12,0
List A,80,80,3911,3382,138,6/39,6/39,24.50,5.18,28.3,6,5,0
T20s,92,92,1999,2465,101,4/14,4/14,24.40,7.39,19.7,2,0,0
