,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,6,8,2,38,25,6.33,104,36.53,0,0,2,4,2,0
List A,33,11,10,19,9*,19.00,32,59.37,0,0,2,0,8,0
T20s,23,4,3,1,1*,1.00,7,14.28,0,0,0,0,6,0
