,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,26,42,1,1025,129,25.00,2080,49.27,1,7,134,4,57,6
ODIs,91,77,21,1738,79,31.03,2358,73.70,0,9,174,15,61,7
T20Is,32,26,14,399,48,33.25,278,143.52,0,0,42,15,14,5
First-class,163,249,19,9376,213,40.76,15965,58.72,27,42,,,385,44
List A,220,195,34,6416,154*,39.85,7070,90.74,11,33,,,187,40
T20s,265,235,44,5207,90*,27.26,3924,132.69,0,26,512,153,162,55
