,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,4,1,0,8,8,8.00,18,44.44,0,0,0,0,2,0
First-class,47,59,15,693,79*,15.75,1354,51.18,0,4,79,12,9,0
List A,33,15,3,104,17,8.66,181,57.45,0,0,8,0,9,0
T20s,12,1,0,1,1,1.00,4,25.00,0,0,0,0,5,0
