,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
ODIs,3,3,1,125,84*,62.50,86,145.34,0,1,8,8,1,0
T20Is,5,4,0,26,18,6.50,26,100.00,0,0,1,0,2,0
First-class,39,64,6,2105,110,36.29,3925,53.63,3,10,279,7,40,0
List A,33,32,8,867,84*,36.12,888,97.63,0,5,78,26,13,0
T20s,74,64,14,1132,73,22.64,816,138.72,0,7,67,50,26,0
