,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,17,25,4,448,63,21.33,851,52.64,0,3,50,7,11,0
ODIs,30,12,2,62,24,6.20,84,73.80,0,0,2,4,7,0
T20Is,33,6,3,50,15,16.66,49,102.04,0,0,4,2,8,0
First-class,71,108,17,1991,82*,21.87,3527,56.45,0,10,250,26,30,0
List A,78,39,9,321,44*,10.70,345,93.04,0,0,22,11,20,0
T20s,128,38,19,204,51,10.73,186,109.67,0,1,16,8,17,0
