,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,56,95,9,3488,188,40.55,6887,50.64,9,17,389,26,73,0
ODIs,90,87,3,2962,111,35.26,3767,78.63,3,24,293,33,48,0
T20Is,20,20,2,375,61,20.83,331,113.29,0,1,32,6,16,0
First-class,125,212,22,9649,265*,50.78,17613,54.78,29,42,1174,68,131,0
List A,167,163,10,6054,187,39.56,,,10,42,,,80,0
T20s,184,177,19,4692,103*,29.69,3951,118.75,1,35,481,88,78,0
