,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
List A,3,1,0,0,0,0.00,3,0.00,0,0,0,0,0,0
T20s,8,4,2,3,2,1.50,8,37.50,0,0,0,0,0,0
