,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,32,42,3,737,149,18.89,1042,70.72,1,2,69,25,8,0
List A,32,23,4,400,57*,21.05,309,129.44,0,1,34,23,6,0
T20s,46,37,7,448,60,14.93,270,165.92,0,2,39,26,16,0
