,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,39,64,2,2199,132,35.46,4079,53.91,6,11,264,44,24,0
List A,30,29,1,811,125*,28.96,951,85.27,1,4,66,21,11,0
T20s,57,56,10,1226,93,26.65,941,130.28,0,6,119,41,26,0
