,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
First-class,4,7,0,167,80,23.85,285,58.59,0,1,19,5,2,0
List A,15,15,0,413,82,27.53,532,77.63,0,2,50,8,6,0
T20s,10,9,1,175,63*,21.87,140,125.00,0,2,19,4,3,0
