,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St
Tests,9,14,5,35,9,3.88,110,31.81,0,0,4,0,1,0
ODIs,9,3,2,8,6*,8.00,15,53.33,0,0,1,0,1,0
First-class,59,90,19,790,72,11.12,1879,42.04,0,1,102,12,12,0
List A,57,27,9,223,34,12.38,267,83.52,0,0,21,7,11,0
T20s,71,26,15,105,17*,9.54,142,73.94,0,0,10,2,10,0
